Card Name,id*,Franchise,Notes
99 Puppies,99puppies,101 Dalmations,
Captain - Colonel's Lieutenant,captaincolonelslieutenant,101 Dalmations,
Cruella De Vil - Fashionable Cruiser,cruelladevilfashionablecruiser,101 Dalmations,
Cruella De Vil - Miserable as Usual,cruelladevilmiserableasusual,101 Dalmations,
Cruella De Vil - Perfectly Wretched,cruelladevilperfectlywretched,101 Dalmations,
Dalmatian Puppy - Tail Wagger,dalmatianpuppytailwagger,101 Dalmations,
De Vil Manor - Cruella's Estate,devilmanorcruellasestate,101 Dalmations,
Horace - No-Good Scoundrel,horacenogoodscoundrel,101 Dalmations,
Jasper - Common Crook,jaspercommoncrook,101 Dalmations,
Lucky - The 15th Puppy,luckythe15thpuppy,101 Dalmations,
Patch - Intimidating Pup,patchintimidatingpup,101 Dalmations,
Perdita - Devoted Mother,perditadevotedmother,101 Dalmations,
Pongo - Determined Father,pongodeterminedfather,101 Dalmations,
Pongo - Ol' Rascal,pongoolrascal,101 Dalmations,
Rolly - Hungry Pup,rollyhungrypup,101 Dalmations,
Sergeant Tibbs - Courageous Cat,sergeanttibbscourageouscat,101 Dalmations,
Sudden Chill,suddenchill,101 Dalmations,
A Whole New World,awholenewworld,Aladdin,
Abu - Bold Helmsman,abuboldhelmsman,Aladdin,
Abu - Mischievous Monkey,abumischievousmonkey,Aladdin,
Agrabah - Marketplace,agrabahmarketplace,Aladdin,
Aladdin - Brave Rescuer,aladdinbraverescuer,Aladdin,
Aladdin - Cornered Swordsman,aladdincorneredswordsman,Aladdin,
Aladdin - Fearless Navigator,aladdinfearlessnavigator,Aladdin,
Aladdin - Heroic Outlaw,aladdinheroicoutlaw,Aladdin,
Aladdin - Intrepid Commander,aladdinintrepidcommander,Aladdin,
Aladdin - Prince Ali,aladdinprinceali,Aladdin,
Aladdin - Resolute Swordsman,aladdinresoluteswordsman,Aladdin,
Aladdin - Street Rat,aladdinstreetrat,Aladdin,
Bend To My Will,bendtomywill,Aladdin,
Blast From Your Past,blastfromyourpast,Aladdin,
Divebomb,divebomb,Aladdin,
Energy Blast,energyblast,Aladdin,
Finders Keepers,finderskeepers,Aladdin,
Friend Like Me,friendlikeme,Aladdin,
Genie - Cramped in the Lamp,geniecrampedinthelamp,Aladdin,
Genie - Excited Shipbuilder,genieexcitedshipbuilder,Aladdin,
Genie - Main Attraction,geniemainattraction,Aladdin,
Genie - On the Job,genieonthejob,Aladdin,
Genie - Powers Unleashed,geniepowersunleashed,Aladdin,
Genie - Supportive Friend,geniesupportivefriend,Aladdin,
Genie - The Ever Impressive,genietheeverimpressive,Aladdin,
Genie - Wish Fulfilled,geniewishfulfilled,Aladdin,
Genie - Wonderful Trickster,geniewonderfultrickster,Aladdin,
He's Got a Sword!,hesgotasword!,Aladdin,
Hypnotic Strength,hypnoticstrength,Aladdin,
Iago - Fake Flamingo,iagofakeflamingo,Aladdin,
Iago - Loud-Mouthed Parrot,iagoloudmouthedparrot,Aladdin,
Iago - Pretty Polly,iagoprettypolly,Aladdin,
Iago - Reappearing Parrot,iagoreappearingparrot,Aladdin,
Jafar - Dreadnought,jafardreadnought,Aladdin,
Jafar - Keeper of Secrets,jafarkeeperofsecrets,Aladdin,
Jafar - Lamp Thief,jafarlampthief,Aladdin,
Jafar - Power-Hungry Vizier,jafarpowerhungryvizier,Aladdin,
Jafar - Royal Vizier,jafarroyalvizier,Aladdin,
Jafar - Striking Illusionist,jafarstrikingillusionist,Aladdin,
Jafar - Tyrannical Hypnotist,jafartyrannicalhypnotist,Aladdin,
Jafar - Wicked Sorcerer,jafarwickedsorcerer,Aladdin,
Jasmine - Desert Warrior,jasminedesertwarrior,Aladdin,
Jasmine - Disguised,jasminedisguised,Aladdin,
Jasmine - Heir of Agrabah,jasmineheirofagrabah,Aladdin,
Jasmine - Queen of Agrabah,jasminequeenofagrabah,Aladdin,
Jasmine - Rebellious Princess,jasminerebelliousprincess,Aladdin,
Jasmine - Royal Commodore,jasmineroyalcommodore,Aladdin,
Jasmine - Royal Seafarer,jasmineroyalseafarer,Aladdin,
Lead The Way,leadtheway,Aladdin,
Magic Carpet - Amazing Flier,magiccarpetamazingflier,Aladdin,
Magic Carpet - Flying Rug,magiccarpetflyingrug,Aladdin,
Magical Aid,magicalaid,Aladdin,
One Jump Ahead,onejumpahead,Aladdin,
Rajah - Royal Protector,rajahroyalprotector,Aladdin,
Razoul - Palace Guard,razoulpalaceguard,Aladdin,
Seeking the Half Crown,seekingthehalfcrown,Aladdin,
Stolen Scimitar,stolenscimitar,Aladdin,
The Lamp,thelamp,Aladdin,
Thievery,thievery,Aladdin,
Treasure Guardian - Protector of the Cave,treasureguardianprotectorofthecave,Aladdin,
A Very Merry Unbirthday,averymerryunbirthday,Alice in Wonderland,
Alice - Growing Girl,alicegrowinggirl,Alice in Wonderland,
Alice - Savvy Sailor,alicesavvysailor,Alice in Wonderland,
Alice - Tea Alchemist,aliceteaalchemist,Alice in Wonderland,
Card Soldier's Spear,cardsoldiersspear,Alice in Wonderland,
Card Soldiers - Full Deck,cardsoldiersfulldeck,Alice in Wonderland,
Caterpillar - Calm and Collected,caterpillarcalmandcollected,Alice in Wonderland,
Cheshire Cat - Always Grinning,cheshirecatalwaysgrinning,Alice in Wonderland,
Cheshire Cat - From the Shadows,cheshirecatfromtheshadows,Alice in Wonderland,
Cheshire Cat - Not All There,cheshirecatnotallthere,Alice in Wonderland,
Croquet Mallet,croquetmallet,Alice in Wonderland,
Falling Down the Rabbit Hole,fallingdowntherabbithole,Alice in Wonderland,
King of Hearts - Monarch of Wonderland,kingofheartsmonarchofwonderland,Alice in Wonderland,
Lose The Way,losetheway,Alice in Wonderland,
Mad Hatter - Eccentric Host,madhattereccentrichost,Alice in Wonderland,
Mad Hatter - Gracious Host,madhattergracioushost,Alice in Wonderland,
Mad Hatter's Teapot,madhattersteapot,Alice in Wonderland,
March Hare - Absurd Host,marchhareabsurdhost,Alice in Wonderland,
Painting the Roses Red,paintingtherosesred,Alice in Wonderland,
Perplexing Signposts,perplexingsignposts,Alice in Wonderland,
Queen of Hearts - Capricious Monarch,queenofheartscapriciousmonarch,Alice in Wonderland,
Queen of Hearts - Impulsive Ruler,queenofheartsimpulsiveruler,Alice in Wonderland,
Queen of Hearts - Quick-Tempered,queenofheartsquicktempered,Alice in Wonderland,
Queen of Hearts - Sensing Weakness,queenofheartssensingweakness,Alice in Wonderland,
Queen of Hearts - Wonderland Empress,queenofheartswonderlandempress,Alice in Wonderland,
The Carpenter - Dinner Companion,thecarpenterdinnercompanion,Alice in Wonderland,
The Walrus - Greedy Gourmand,thewalrusgreedygourmand,Alice in Wonderland,
The White Rose - Jewel of the Garden,thewhiterosejewelofthegarden,Alice in Wonderland,
White Rabbit - Royal Herald,whiterabbitroyalherald,Alice in Wonderland,
White Rabbit's Pocket Watch,whiterabbitspocketwatch,Alice in Wonderland,
Audrey Ramirez - The Engineer,audreyramireztheengineer,Atlantis,
Heart of Atlantis,heartofatlantis,Atlantis,
Helga Sinclair - Femme Fatale,helgasinclairfemmefatale,Atlantis,
Helga Sinclair - Right-Hand Woman,helgasinclairrighthandwoman,Atlantis,
Helga Sinclair - Vengeful Partner,helgasinclairvengefulpartner,Atlantis,
Joshua Sweet - The Doctor,joshuasweetthedoctor,Atlantis,
Kida - Atlantean,kidaatlantean,Atlantis,
Kida - Protector of Atlantis,kidaprotectorofatlantis,Atlantis,
Kida - Royal Warrior,kidaroyalwarrior,Atlantis,
Lyle Tiberius Rourke - Cunning Mercenary,lyletiberiusrourkecunningmercenary,Atlantis,
Milo Thatch - Clever Cartographer,milothatchclevercartographer,Atlantis,
Milo Thatch - King of Atlantis,milothatchkingofatlantis,Atlantis,
Milo Thatch - Spirited Scholar,milothatchspiritedscholar,Atlantis,
Repair,repair,Atlantis,
Be Our Guest,beourguest,Beauty and the Beast,
Beast - Forbidding Recluse,beastforbiddingrecluse,Beauty and the Beast,
Beast - Hardheaded,beasthardheaded,Beauty and the Beast,
Beast - Relentless,beastrelentless,Beauty and the Beast,
Beast - Selfless Protector,beastselflessprotector,Beauty and the Beast,
Beast - Thick-Skinned,beastthickskinned,Beauty and the Beast,
Beast - Tragic Hero,beasttragichero,Beauty and the Beast,
Beast - Wolfsbane,beastwolfsbane,Beauty and the Beast,
Beast - Wounded,beastwounded,Beauty and the Beast,
Beast's Mirror,beastsmirror,Beauty and the Beast,
Belle - Accomplished Mystic,belleaccomplishedmystic,Beauty and the Beast,
Belle - Bookworm,bellebookworm,Beauty and the Beast,
Belle - Hidden Archer,bellehiddenarcher,Beauty and the Beast,
Belle - Inventive Engineer,belleinventiveengineer,Beauty and the Beast,
Belle - Of the Ball,belleoftheball,Beauty and the Beast,
Belle - Strange but Special,bellestrangebutspecial,Beauty and the Beast,
Belle - Untrained Mystic,belleuntrainedmystic,Beauty and the Beast,
Belle's House - Maurice's Workshop,belleshousemauricesworkshop,Beauty and the Beast,
Break,break,Beauty and the Beast,
Chip the Teacup - Gentle Soul,chiptheteacupgentlesoul,Beauty and the Beast,
Cogsworth - Grandfather Clock,cogsworthgrandfatherclock,Beauty and the Beast,
Cogsworth - Illuminary Watchman,cogsworthilluminarywatchman,Beauty and the Beast,
Cogsworth - Majordomo,cogsworthmajordomo,Beauty and the Beast,
Cogsworth - Talking Clock,cogsworthtalkingclock,Beauty and the Beast,
Control Your Temper!,controlyourtemper!,Beauty and the Beast,
Enchantress - Unexpected Judge,enchantressunexpectedjudge,Beauty and the Beast,
Ever as Before,everasbefore,Beauty and the Beast,
Fan the Flames,fantheflames,Beauty and the Beast,
Four Dozen Eggs,fourdozeneggs,Beauty and the Beast,
Gaston - Arrogant Hunter,gastonarroganthunter,Beauty and the Beast,
Gaston - Baritone Bully,gastonbaritonebully,Beauty and the Beast,
Gaston - Despicable Dealer,gastondespicabledealer,Beauty and the Beast,
Gaston - Intellectual Powerhouse,gastonintellectualpowerhouse,Beauty and the Beast,
Gaston - Pure Paragon,gastonpureparagon,Beauty and the Beast,
Gaston - Scheming Suitor,gastonschemingsuitor,Beauty and the Beast,
Glean,glean,Beauty and the Beast,
Grab Your Sword,grabyoursword,Beauty and the Beast,
Hold Still,holdstill,Beauty and the Beast,
If it's Not Baroque,ifitsnotbaroque,Beauty and the Beast,
LeFou - Bumbler,lefoubumbler,Beauty and the Beast,
LeFou - Instigator,lefouinstigator,Beauty and the Beast,
LeFou - Opportunistic Flunky,lefouopportunisticflunky,Beauty and the Beast,
Lumiere - Fiery Friend,lumierefieryfriend,Beauty and the Beast,
Lumiere - Hotheaded Candelabra,lumierehotheadedcandelabra,Beauty and the Beast,
Magical Maid - Feather Duster,magicalmaidfeatherduster,Beauty and the Beast,
Maurice - World-Famous Inventor,mauriceworldfamousinventor,Beauty and the Beast,
Maurice's Workshop,mauricesworkshop,Beauty and the Beast,
Mrs. Potts - Enchanted Teapot,mrspottsenchantedteapot,Beauty and the Beast,
Mystical Rose,mysticalrose,Beauty and the Beast,
Nothing to Hide,nothingtohide,Beauty and the Beast,
Rose Lantern,roselantern,Beauty and the Beast,
The Beast is Mine!,thebeastismine!,Beauty and the Beast,
The Library - A Gift for Belle,thelibraryagiftforbelle,Beauty and the Beast,
The Mob Song,themobsong,Beauty and the Beast,
The Wardrobe - Belle's Confidant,thewardrobebellesconfidant,Beauty and the Beast,
Transformed Chef - Castle Stove,transformedchefcastlestove,Beauty and the Beast,
Who's With Me?,whoswithme?,Beauty and the Beast,
Alistair Krei - Ambitious Entrepreneur,alistairkreiambitiousentrepreneur,Big Hero 6,
Aunt Cass - Biggest Fan,auntcassbiggestfan,Big Hero 6,
Baymax - Armored Companion,baymaxarmoredcompanion,Big Hero 6,
Baymax - Personal Healthcare Companion,baymaxpersonalhealthcarecompanion,Big Hero 6,
Baymax's Healthcare Chip,baymaxshealthcarechip,Big Hero 6,
Fred - Mascot by Day,fredmascotbyday,Big Hero 6,
Go Go Tomago - Darting Dynamo,gogotomagodartingdynamo,Big Hero 6,
Heathcliff - Stoic Butler,heathcliffstoicbutler,Big Hero 6,
Hiro Hamada - Robotics Prodigy,hirohamadaroboticsprodigy,Big Hero 6,
Hiro Hamada - Team Leader,hirohamadateamleader,Big Hero 6,
Honey Lemon - Chemical Genius,honeylemonchemicalgenius,Big Hero 6,
Institute of Technology - Prestigious University,instituteoftechnologyprestigiousuniversity,Big Hero 6,
Megabot,megabot,Big Hero 6,
Microbots,microbots,Big Hero 6,
Mr. Litwak - Arcade Owner,mrlitwakarcadeowner,Big Hero 6,
Prepare Your Bot,prepareyourbot,Big Hero 6,
Tadashi Hamada - Baymax Inventor,tadashihamadabaymaxinventor,Big Hero 6,
Tadashi Hamada - Gifted Roboticist,tadashihamadagiftedroboticist,Big Hero 6,
Transport Pod,transportpod,Big Hero 6,
Wasabi - Methodical Engineer,wasabimethodicalengineer,Big Hero 6,
We Could Be Immortals,wecouldbeimmortals,Big Hero 6,
Yokai - Enigmatic Inventor,yokaienigmaticinventor,Big Hero 6,
Yokai - Professor Callaghan,yokaiprofessorcallaghan,Big Hero 6,
Yokai - Scientific Supervillain,yokaiscientificsupervillain,Big Hero 6,
Denahi - Avenging Brother,denahiavengingbrother,Brother Bear,
Kenai - Big Brother,kenaibigbrother,Brother Bear,
Koda - Talkative Cub,kodatalkativecub,Brother Bear,
Rutt - Northern Moose,ruttnorthernmoose,Brother Bear,
Tanana - Wise Woman,tananawisewoman,Brother Bear,
Tuke - Northern Moose,tukenorthernmoose,Brother Bear,
Chip - Friend Indeed,chipfriendindeed,Chip 'n Dale Rescue Rangers,
Chip - Ranger Leader,chiprangerleader,Chip 'n Dale Rescue Rangers,
Chip 'n' Dale - Recovery Rangers,chipndalerecoveryrangers,Chip 'n Dale Rescue Rangers,
Dale - Friend in Need,dalefriendinneed,Chip 'n Dale Rescue Rangers,
Dale - Mischievous Ranger,dalemischievousranger,Chip 'n Dale Rescue Rangers,
Gadget Hackwrench - Brilliant Bosun,gadgethackwrenchbrilliantbosun,Chip 'n Dale Rescue Rangers,
Gadget Hackwrench - Creative Thinker,gadgethackwrenchcreativethinker,Chip 'n Dale Rescue Rangers,
Gadget Hackwrench - Perceptive Mouse,gadgethackwrenchperceptivemouse,Chip 'n Dale Rescue Rangers,
Monterey Jack - Good-hearted Ranger,montereyjackgoodheartedranger,Chip 'n Dale Rescue Rangers,
Rescue Rangers Away!,rescuerangersaway!,Chip 'n Dale Rescue Rangers,
Rescue Rangers Submarine - Mobile Headquarters,rescuerangerssubmarinemobileheadquarters,Chip 'n Dale Rescue Rangers,
Zipper - Astute Decoy,zipperastutedecoy,Chip 'n Dale Rescue Rangers,
Bibbidi Bobbidi Boo,bibbidibobbidiboo,Cinderella,
Cinderella - Ballroom Sensation,cinderellaballroomsensation,Cinderella,
Cinderella - Gentle and Kind,cinderellagentleandkind,Cinderella,
Cinderella - Knight in Training,cinderellaknightintraining,Cinderella,
Cinderella - Melody Weaver,cinderellamelodyweaver,Cinderella,
Cinderella - Stouthearted,cinderellastouthearted,Cinderella,
Do It Again!,doitagain!,Cinderella,
Fairy Godmother - Here to Help,fairygodmotherheretohelp,Cinderella,
Fairy Godmother - Mystic Armorer,fairygodmothermysticarmorer,Cinderella,
Fairy Godmother - Pure Heart,fairygodmotherpureheart,Cinderella,
Grand Duke - Advisor to the King,granddukeadvisortotheking,Cinderella,
Gus - Champion of Cheese,guschampionofcheese,Cinderella,
Invited to the Ball,invitedtotheball,Cinderella,
Jaq - Connoisseur of Climbing,jaqconnoisseurofclimbing,Cinderella,
Lady Tremaine - Imperious Queen,ladytremaineimperiousqueen,Cinderella,
Lady Tremaine - Overbearing Matriarch,ladytremaineoverbearingmatriarch,Cinderella,
Lady Tremaine - Wicked Stepmother,ladytremainewickedstepmother,Cinderella,
Lucifer - Cunning Cat,lucifercunningcat,Cinderella,
Prince Charming - Heir to the Throne,princecharmingheirtothethrone,Cinderella,
Amber Chromicon,amberchromicon,Disney Lorcana,
Amethyst Chromicon,amethystchromicon,Disney Lorcana,
Aurelian Gyrosensor,aureliangyrosensor,Disney Lorcana,
Emerald Chromicon,emeraldchromicon,Disney Lorcana,
Fortisphere,fortisphere,Disney Lorcana,
Half Hexwell Crown,halfhexwellcrown,Disney Lorcana,
Healing Decanter,healingdecanter,Disney Lorcana,
Hidden Inkcaster,hiddeninkcaster,Disney Lorcana,
King's Sensor Core,kingssensorcore,Disney Lorcana,
Launch,launch,Disney Lorcana,
Obscurosphere,obscurosphere,Disney Lorcana,
Owl Island - Secluded Entrance,owlislandsecludedentrance,Disney Lorcana,
Perilous Maze - Watery Labyrinth,perilousmazewaterylabyrinth,Disney Lorcana,
Potion of Might,potionofmight,Disney Lorcana,
Queen's Sensor Core,queenssensorcore,Disney Lorcana,
Retrosphere,retrosphere,Disney Lorcana,
Ruby Chromicon,rubychromicon,Disney Lorcana,
Sail The Azurite Sea,sailtheazuritesea,Disney Lorcana,
Sapphire Chromicon,sapphirechromicon,Disney Lorcana,
Starlight Vial,starlightvial,Disney Lorcana,
Steel Chromicon,steelchromicon,Disney Lorcana,
The Great Illuminary - Radiant Ballroom,thegreatilluminaryradiantballroom,Disney Lorcana,
Vitalisphere,vitalisphere,Disney Lorcana,
Della Duck - Unstoppable Mom,delladuckunstoppablemom,Duck Tales,
Dewey - Showy Nephew,deweyshowynephew,Duck Tales,
Duck for Cover!,duckforcover!,Duck Tales,
Flintheart Glomgold - Lone Cheater,flintheartglomgoldlonecheater,Duck Tales,
Gizmosuit,gizmosuit,Duck Tales,
Gyro Gearloose - Gadget Whiz,gyrogearloosegadgetwhiz,Duck Tales,
Huey - Savvy Nephew,hueysavvynephew,Duck Tales,
Lena Sabrewing - Rebellious Teenager,lenasabrewingrebelliousteenager,Duck Tales,
Louie - Chill Nephew,louiechillnephew,Duck Tales,
Lucky Dime,luckydime,Duck Tales,
Ludwig Von Drake - Self-Proclaimed Genius,ludwigvondrakeselfproclaimedgenius,Duck Tales,
Magica De Spell - Ambitious Witch,magicadespellambitiouswitch,Duck Tales,
Magica De Spell - Cruel Sorceress,magicadespellcruelsorceress,Duck Tales,
Magica De Spell - The Midas Touch,magicadespellthemidastouch,Duck Tales,
Magica De Spell - Thieving Sorceress,magicadespellthievingsorceress,Duck Tales,
McDuck Manor - Scrooge's Mansion,mcduckmanorscroogesmansion,Duck Tales,
Scrooge McDuck - Afficionado of Antiquities,scroogemcduckafficionadoofantiquities,Duck Tales,
Scrooge McDuck - Richest Duck in the World,scroogemcduckrichestduckintheworld,Duck Tales,
Scrooge Mcduck - Uncle Moneybags,scroogemcduckunclemoneybags,Duck Tales,
Scrooge's Top Hat,scroogestophat,Duck Tales,
Sumerian Talisman,sumeriantalisman,Duck Tales,
Vault Door,vaultdoor,Duck Tales,
Webby Vanderquack - Enthusiastic Duck,webbyvanderquackenthusiasticduck,Duck Tales,
Agustin Madrigal - Clumsy Dad,agustinmadrigalclumsydad,Encanto,
Alma Madrigal - Family Matriarch,almamadrigalfamilymatriarch,Encanto,
